glycan,WT_1,ST3GAL1_1,ST3GAL2_1,ST3GAL3_1,ST3GAL4_1,ST3GAL5_1,ST3GAL6_1,ST3GAL1+2_1,ST3GAL4+6_1,WT_2,ST3GAL1_2,ST3GAL2_2,ST3GAL3_2,ST3GAL4_2,ST3GAL5_2,ST3GAL6_2,ST3GAL1+2_2,ST3GAL4+6_2,WT_3,ST3GAL1_3,ST3GAL3_3,ST3GAL4_3,ST3GAL6_3,ST3GAL4+6_3,WT_4
{Gal(b1-4)GlcNAc(b1-3)}{Gal(b1-4)GlcNAc(b1-3)}{Fuc(a1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,4.69E-03,2.17E-03,5.85E-03,0.0151069,0.1402128,6.17E-03,2.32E-03,0.1754424,0.3517625,0.0425866,3.51E-03,2.54E-03,0.1640202,4.64E-03,2.31E-03,4.42E-03,0.1234353,0.353178,4.77E-03,3.83E-03,3.87E-03,2.95E-03,8.53E-03,0.266588,2.27E-03
{Gal(b1-4)GlcNAc(b1-3)}Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0442575,0.1174352,3.87E-03,4.43E-03,0.0170888,0.0275402,0.162381,0.3312063,2.02E-03,0.1023987,0.5401015,0.2061154,0.1242081,5.37E-03,0.221895,3.02E-03,0.1424476,0.0161687,0.1008943,0.1651943,0.0574829,1.03E-03,7.43E-03,2.60E-03,6.25E-03
{Gal(b1-4)GlcNAc(b1-3)}{Gal(b1-4)GlcNAc(b1-3)}{Fuc(a1-3/6)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0999797,0.1229265,3.99E-03,0.0119517,0.1614642,6.10E-03,0.1947475,0.3184672,0.2188777,0.187191,0.2215307,0.0863028,0.1112335,3.96E-03,0.1997619,0.0186946,0.2667547,0.2327271,0.2253482,0.2792154,4.96E-03,0.1046504,0.0840312,0.2227391,0.1476578
{Gal(b1-4)GlcNAc(b1-3)}{Gal(b1-4)GlcNAc(b1-3)}{Fuc(a1-3)}{Fuc(a1-3/6)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,7.35E-03,0.0208276,6.94E-03,7.61E-03,0.0349743,1.65E-03,2.06E-03,0.0610415,0.0364834,2.94E-03,0.0797395,0.0184617,3.06E-03,1.63E-03,0.0392864,0.0558655,0.0504207,0.0330237,0.0118865,0.0409533,3.02E-03,3.33E-03,7.25E-03,0.0146896,6.09E-03
{Gal(b1-4)GlcNAc(b1-3)}{Gal(b1-4)GlcNAc(b1-3)}{Fuc(a1-3)}{Fuc(a1-3/6)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,7.42E-03,0.0660478,0.0632511,8.55E-03,0.0973739,0.0585153,0.1342259,0.2759238,0.0869382,0.1336472,0.1596566,0.0345042,0.0614835,3.58E-03,0.1518183,0.099198,0.1898842,0.1064558,0.1206488,0.1660717,0.0573389,4.09E-03,6.82E-03,0.0977313,0.0467705
{Gal(b1-4)GlcNAc(b1-3)}{Gal(b1-4)GlcNAc(b1-3)}{Fuc(a1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0104106,0.0289004,4.71E-03,3.33E-03,0.0186146,2.74E-03,0.0432502,0.082407,1.68E-03,0.0319558,0.1040883,0.0655703,1.02E-03,1.42E-03,0.0322343,0.0245521,0.051673,5.29E-04,0.035517,0.0253189,9.66E-04,1.76E-03,3.61E-03,1.39E-03,2.97E-03
{Gal(b1-4)GlcNAc(b1-3)}{Gal(b1-4)GlcNAc(b1-3)}{Fuc(a1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0181535,0.0932918,0.056538,4.54E-03,0.0555167,5.37E-03,0.1271631,0.232105,0.0262772,0.144403,0.1503413,0.1276174,0.0761352,1.22E-03,0.1915712,0.0390698,0.1285169,5.02E-04,0.2026933,0.2356085,0.0635732,1.68E-03,1.56E-03,0.0191603,0.1108502
Man(a1-3/6)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.2712468,0.1656157,0.1045759,6.88E-03,0.2101645,0.1537441,0.3459126,0.1492751,0.1964648,0.3458751,0.0673086,0.0933104,0.298114,0.1299503,0.1235509,0.3397629,0.2420848,0.1343053,0.2126642,0.0686313,0.0466202,0.2274849,0.3328342,0.1832296,0.5409992
Fuc(a1-3/4)[Gal(b1-3/4)]GlcNAc(b1-2)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.027348,0.0197045,0.0246379,0.0108757,0.0328775,0.027682,0.0548644,0.0574897,0.0506247,0.0236214,0.0150555,0.0146311,0.0526413,7.78E-03,0.0228145,0.0441454,0.0334815,0.0509461,0.0167297,0.0166299,0.022722,0.0411508,0.0253328,0.0787009,0.0439391
Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.1971342,0.0613982,0.1707488,0.0543331,0.1225861,0.176755,0.2593688,0.0561072,0.0879282,0.2352938,0.0622853,0.146399,0.1297308,0.2323196,0.0598019,0.1199838,2.03E-03,0.0999621,0.1741641,0.0892744,0.0794005,0.1026071,0.0936664,0.0956145,0.2213688
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.7591072,0.6856789,1.3002648,1.7280601,0.7684421,0.6187689,0.655972,0.3263598,0.7909304,0.811045,0.4535942,1.2257612,0.6617022,1.7191697,0.6236156,0.8155325,0.4348342,0.8006605,0.63646,0.8751755,0.974897,0.9619121,0.7281293,0.7888893,0.5717572
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0610672,0.0372833,0.0417458,0.0192627,0.0393617,0.0184926,0.0375211,0.0163808,0.0320865,0.0270485,0.0145413,0.0297796,0.0378046,0.0630481,0.0172128,0.0259029,0.0125759,0.036614,0.0125264,0.0105297,0.0161562,0.035989,0.0227643,0.0110645,0.0479747
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.1999493,6.20E-03,6.38E-03,1.98E-03,0.0185834,0.0328541,0.0695677,2.27E-03,7.72E-03,0.1572085,7.95E-04,1.45E-03,7.41E-03,0.0325043,1.20E-03,0.1738239,0.0302374,0.0229025,0.1143382,6.07E-03,2.31E-03,1.15E-03,0.0516978,0.0252219,0.1699784
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.6177857,0.5152256,0.4671947,1.0648407,0.1771086,0.4958364,0.5089365,0.4705472,0.1382077,0.5542325,0.5884079,0.7970211,0.4523575,0.2080396,0.6764953,0.4501381,0.3565018,0.1532559,0.4479365,0.8286868,0.6937047,0.1722685,0.4304279,0.1183675,0.4782532
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.2201769,0.2358745,0.1182639,9.18E-03,0.3088702,0.2189815,0.2038089,0.1862222,0.2160442,0.2758529,0.2220084,0.3482814,0.2329136,0.3783623,0.199529,0.3218166,0.1501866,0.2606816,0.2052265,0.1465404,0.207728,0.2695257,0.1691466,0.30182,0.1518423
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,3.3564245,2.9866396,2.1119763,4.5966099,0.9490015,3.9744423,2.5090879,2.8586971,0.6881926,2.757545,3.8810715,3.3520905,2.5929881,0.7313887,3.1075172,2.0858009,2.0191311,0.6425713,2.2487315,3.6941721,3.5237556,0.7934323,1.8741532,0.8081773,3.7773429
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.2623607,0.2818218,0.670843,0.2687921,0.5284929,0.2127176,0.3219901,0.3145324,0.6303657,0.2965285,0.3222292,0.4555487,0.3634134,0.5600727,0.2522777,0.2971777,0.1960179,0.6141497,0.2496962,0.4080301,0.440694,0.5326933,0.1906698,0.6018577,0.1964357
Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.2333078,0.1915657,0.3544378,0.114153,0.319641,0.1361333,0.1967089,0.050419,0.2900776,0.2303125,0.1769861,0.3140044,0.1584621,0.4895026,0.1441549,0.3087751,0.0637682,0.2242677,0.178663,0.0941409,0.1228333,0.1607065,0.0914673,0.275639,0.1956638
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.1573652,0.297819,0.1518153,0.353181,0.0378469,0.1491599,0.1854275,0.1658774,0.0573994,0.1964334,0.3380755,0.2586752,0.159478,0.0407037,0.3939981,0.122925,0.1750494,0.0516406,0.1337663,0.3568122,0.2899605,0.032664,0.1008237,0.0418899,0.1030832
Neu5Ac(a2-3)Gal(b1-3/4)[Fuc(a1-3/4)]GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.3092234,0.3034714,0.1588748,0.1694887,0.2077657,0.5342153,0.2975949,0.547455,0.2323706,0.3607867,0.4675283,0.239345,0.2565636,0.042813,0.3253538,0.5361155,0.5885857,0.2244377,0.2414549,0.3029215,0.2332343,0.1233946,0.1023017,0.13996,0.24473
Neu5Ac(a2-3)Gal(b1-3/4)[Fuc(a1-3/4)]GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.1929906,0.2373531,0.1747706,0.1645046,0.102505,0.4711618,0.2253063,0.4317126,0.1250154,0.2809196,0.4115728,0.2228935,0.2327986,3.30E-03,0.2954381,0.4462179,0.3381994,0.1289809,0.1540573,0.2141789,0.2308424,3.02E-03,7.58E-03,0.0533242,0.2225683
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Fuc(a1-3/4)[Gal(b1-3/4)]GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,4.6278771,4.2512108,5.6373037,2.8387372,5.0185248,5.9646306,4.2059125,5.5545903,6.3261443,3.7542195,4.3244294,3.1448129,5.0192133,2.2699687,3.8378371,6.1275808,7.313382,5.9300028,4.3631658,3.284955,4.423201,3.9453676,4.2962246,6.3865809,4.8167747
{Fuc(a1-3/6)}Neu5Ac(a2-6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Fuc(a1-3/4)[Gal(b1-3/4)]GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.1239888,0.0456876,0.0528441,6.31E-03,0.0898348,0.0305062,0.1749819,0.0403783,0.092494,0.1955399,0.0219948,2.52E-03,0.0611183,0.0163464,0.020598,0.2163292,0.1086026,0.0752969,0.1000064,8.33E-04,0.0149533,0.0400766,0.0838906,0.113582,0.2680906
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0926951,0.1721047,8.54E-03,0.0178419,0.0612482,0.1008306,0.1162848,0.1429616,0.0350942,0.1034805,0.1832889,0.2378134,0.1307202,0.0147276,0.1650659,0.1071194,0.0702139,0.0551782,0.0443749,0.1038501,0.0666781,0.0211782,0.048064,0.0386726,0.0406319
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1.277329,1.4669566,0.5684794,2.1959469,0.3683099,1.626081,1.3428279,1.6100223,0.1883318,1.2583201,2.3505351,1.5294265,1.3077002,0.1487549,1.9500474,0.8118961,1.2781484,0.2765895,0.8470929,1.8597596,1.5809003,0.1776829,0.6704791,0.1443577,1.2674732
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0640687,0.0574549,0.04021,0.0210499,0.0369615,4.93E-03,0.0700905,0.0535292,0.0411223,0.0538916,0.0412938,0.0905221,0.0255038,0.0432754,0.0599209,0.0755625,0.0541,0.0506466,0.0290234,0.0517338,1.84E-03,0.0124019,4.74E-03,0.0309734,0.0203138
{Fuc(a1-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.8750921,1.0588758,1.8428486,0.7940499,1.6342903,0.8635349,1.0892711,1.1316378,2.3764129,1.0293355,0.9475961,0.6776427,1.337996,0.7293159,0.9216257,1.0913383,1.2634124,2.0659226,1.3321006,0.6630301,1.3431005,1.1906274,1.1375181,2.4629148,1.1888297
Neu5Ac(a2-6)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,4.29E-03,0.01176,0.0323648,6.39E-03,0.0261057,3.50E-03,0.0284049,0.0344086,0.0427244,7.31E-03,0.0171663,0.0147591,0.0213107,1.49E-03,0.0278693,0.0256452,0.0389221,0.0464295,6.13E-03,0.0169472,0.0303647,0.0323667,4.36E-03,0.0368303,0.019832
Fuc(a1-3/4)[Gal(b1-3/4)]GlcNAc(b1-2/4)[Gal(b1-4)GlcNAc(b1-2/4)]Man(a1-3)[Fuc(a1-3/4)[Gal(b1-3/4)]GlcNAc(b1-2/6)[Gal(b1-4)GlcNAc(b1-2/6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0273312,1.93E-03,0.252806,5.29E-03,0.2270801,1.31E-03,0.1280135,0.1285215,0.3692368,0.0584822,0.0759804,0.1023588,0.1507534,1.24E-03,0.0251846,0.3097683,5.64E-05,0.3440893,3.00E-03,0.0715018,4.71E-04,0.0734751,0.0547216,0.3632757,8.64E-04
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.197054,0.1958988,0.5523934,0.1345052,0.6897105,0.0937129,0.1994176,0.1391895,0.7977531,0.2324855,0.1631309,0.1810027,0.2262429,0.4885472,0.1270355,0.1542891,0.1149871,0.6678859,0.1885223,0.203685,0.1833421,0.7361315,0.2526565,0.7297389,0.161665
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.16011,0.107651,0.1927959,0.0818647,0.2341554,0.0351034,0.1352238,0.1198722,0.2219336,0.1841743,0.1276811,0.1458767,0.1963249,0.1245943,0.0488185,0.1612048,0.125337,0.2433151,0.1535453,0.1142625,0.1036541,0.1382167,0.090429,0.1890774,0.1491455
{Fuc(a1-3)}{Neu5Ac(a2-3)}Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,7.14E-03,0.0312499,0.0383248,0.0107688,0.0188147,9.38E-03,0.0488716,0.1621258,0.0127521,0.0129208,0.1302515,0.0361077,0.0663998,1.23E-03,0.13024,0.0437712,0.0297637,0.0260229,5.65E-03,0.0548781,1.18E-03,1.97E-03,6.21E-03,0.0117275,3.52E-03
{Fuc(a1-3)}{Neu5Ac(a2-3)}Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0397959,0.0607273,0.0383248,1.97E-03,0.0485495,0.0266112,0.0555203,0.1175365,0.0563956,0.0434033,0.0957562,0.0418076,9.85E-03,1.78E-03,0.0744592,0.118082,0.0429726,0.0638073,3.34E-03,1.59E-03,7.26E-03,2.43E-03,5.64E-03,8.11E-03,5.04E-03
{Fuc(a1-3)}{Neu5Ac(a2-3)}Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0300955,0.0471286,7.86E-04,0.0175214,0.0142938,0.0147823,0.0444765,0.084998,0.0136027,0.0350673,0.11909,0.0420971,0.0537962,3.01E-03,0.0914956,0.0871142,0.0722284,0.0155377,3.88E-03,0.0472848,0.0475996,2.98E-03,3.83E-03,3.02E-04,3.18E-03
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.1042704,0.2056222,0.1866712,0.9356593,0.0664011,0.3526716,0.1947193,0.1928157,0.1212643,0.1501741,0.2937263,0.2630496,0.2101268,0.1559253,0.2061649,0.0609952,0.3051647,0.1097458,0.0943788,0.1921832,0.6123015,0.031545,0.0840787,0.1040632,0.1355479
{Neu5Ac(a2-6)}Neu5Ac(a2-3)Gal(b1-3/4)[Fuc(a1-3/4)]GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.6864221,0.9719066,1.1180412,0.5016581,0.8768843,0.8742749,1.0552509,1.6198333,0.935005,0.7927178,1.1602265,0.5342939,0.785329,0.2754364,1.010557,0.972504,1.2632606,0.8247869,0.8635521,1.0108167,0.7645022,0.6783497,0.7640316,0.9501817,0.5714343
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2/4/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,3.01E-03,0.0363494,0.0905961,0.7300075,0.0247021,0.2157004,0.0387825,2.30E-03,0.1304818,0.0338265,0.1230413,0.1026564,0.0734625,0.121169,0.0365859,0.0260518,0.048345,0.0797254,6.73E-03,1.38E-03,0.6168238,0.0393725,1.26E-03,0.0952237,2.21E-03
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2/4/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,3.26E-03,1.97E-03,1.17E-03,0.0452197,5.27E-04,0.012655,1.77E-03,1.05E-04,5.86E-04,1.67E-03,2.19E-03,5.07E-04,3.89E-03,2.11E-03,1.42E-03,1.39E-03,6.49E-04,1.10E-03,1.64E-04,9.59E-04,0.0708456,2.71E-03,6.36E-03,1.40E-03,1.88E-03
{Gal(b1-4)GlcNAc(b1-3)}Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0548846,7.18E-04,0.1714107,0.0422167,0.2851744,3.46E-03,0.0600848,0.0225869,0.3325516,0.0795869,1.96E-03,0.0328858,0.1090933,0.1432645,0.0251808,0.0670004,2.51E-03,0.3125628,6.68E-03,0.0290709,0.024906,0.2404257,0.0472689,0.2616159,0.024884
{Gal(b1-4)GlcNAc(b1-3)}Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.2541601,0.376779,0.2661738,0.1173231,0.0982344,0.2342073,0.3825783,0.8270306,0.0700367,0.3627405,0.8380094,0.3668852,0.3006727,1.89E-03,0.5060776,0.2604487,0.5463338,0.0959874,0.6033648,0.7427344,0.3089169,0.0970405,0.1743027,2.36E-03,0.1952318
